LaneIndex,Block,Row,Column,PeakStart,PeakEnd,PeakCenter,PeakHeight,PeakFWHM,PeakArea,"Well Center, X (pixels)","Well Center, Y (pixels)"
9,1,1,9,410,680,545,2289.47050959022,90,227579.282603479,702.5,430
43,1,2,3,370,485,430,211.622255974071,45,10068.3413085707,462.5,610
47,1,2,7,400,690,555,2089.47428604811,95,215492.415697992,622.5,610
66,1,2,26,390,675,545,147.380881874279,90,15568.8665385824,1382.5,610
67,1,2,27,400,685,545,669.587871512402,95,69837.2377492321,1422.5,610
68,1,2,28,425,695,560,1012.72350584995,90,100146.909367784,1462.5,610
74,1,2,34,420,720,545,732.17268073161,90,74103.1689550284,1702.5,610
85,1,3,5,415,680,540,582.525701929874,90,56902.361339612,542.5,790
87,1,3,7,380,650,530,252.79919945848,90,25390.4415765354,622.5,790
110,1,3,30,415,675,545,868.205141522439,90,85957.3896502673,1542.5,790
122,1,4,2,395,680,535,249.948979237776,90,25632.7154801051,422.5,970
127,1,4,7,390,660,530,538.088513547981,90,54093.1117741986,622.5,970
128,1,4,8,345,665,520,3896.67086956762,100,431883.447284632,662.5,970
136,1,4,16,415,670,540,340.554493824436,95,34199.4311014098,982.5,970
142,1,4,22,395,660,525,1497.95566629841,90,149342.334855966,1222.5,970
154,1,4,34,405,685,545,1911.84176823799,90,192071.003943764,1702.5,970
164,1,5,4,390,655,520,1501.79821934969,90,146723.731316058,502.5,1150
166,1,5,6,400,700,530,563.327986716764,90,56972.7107966967,582.5,1150
168,1,5,8,365,650,520,1407.33656727412,90,141721.955787947,662.5,1150
169,1,5,9,390,655,525,216.422658494584,90,21162.0793550617,702.5,1150
177,1,5,17,390,670,525,584.309700537503,90,59389.6543391789,1022.5,1150
178,1,5,18,375,665,530,361.83338703945,95,37629.5335900455,1062.5,1150
218,1,6,18,390,720,525,354.605196373819,100,40566.5146901189,1062.5,1330
259,1,7,19,440,755,605,668.589105695093,105,74750.337129076,1102.5,1510
260,1,7,20,390,675,525,924.091807726264,95,95141.981420458,1142.5,1510
261,1,7,21,350,655,520,1243.80040460078,95,127324.660093352,1182.5,1510
277,1,7,37,385,680,525,1073.14270015226,95,111390.370481803,1822.5,1510
280,1,7,40,395,685,530,1714.0993859865,95,176236.460533804,1942.5,1510
289,1,8,9,405,680,540,1325.2971421239,95,133229.008638607,702.5,1690
291,1,8,11,370,710,530,450.673323867295,100,51186.3362738301,782.5,1690
296,1,8,16,355,665,520,2205.11403301282,100,239062.488552295,982.5,1690
300,1,8,20,370,670,520,1789.56795533315,95,184551.392161647,1142.5,1690
304,1,8,24,395,650,525,291.60820454936,95,29468.1078314953,1302.5,1690
305,1,8,25,385,660,520,1964.30572920506,95,198825.377089514,1342.5,1690
317,1,8,37,355,720,525,269.989987964975,100,30647.1496017235,1822.5,1690
321,1,9,1,385,655,515,657.970921172692,95,66557.3588457449,382.5,1870
326,1,9,6,410,690,535,369.260806051297,90,36730.6222474566,582.5,1870
328,1,9,8,405,670,535,367.548835608285,95,36651.8464592199,662.5,1870
333,1,9,13,375,660,515,1309.44071094167,95,136018.444821283,862.5,1870
347,1,9,27,340,655,510,2156.57643758751,100,235844.208970516,1422.5,1870
395,1,10,35,375,695,530,890.528475618294,95,95310.356461486,1742.5,2050
398,1,10,38,370,660,515,336.69781353737,100,35922.366046714,1862.5,2050
399,1,10,39,370,650,510,883.327181311437,100,91766.6470864835,1902.5,2050
423,2,1,23,415,700,560,281.398147538227,90,27730.1421706129,2987.5,430
431,2,1,31,425,730,565,521.5771591158,100,56922.7756652545,3307.5,430
435,2,1,35,375,670,540,735.72819857584,105,81846.1344905574,3467.5,430
436,2,1,36,415,695,555,959.881048108222,95,96674.7971142578,3507.5,430
438,2,1,38,420,700,560,939.458574808402,95,96989.42588699,3587.5,430
439,2,1,39,675,810,745,412.651542407345,45,20854.4725811038,3627.5,430
443,2,2,3,405,700,550,816.125185735835,95,84449.9134469574,2187.5,610
454,2,2,14,390,670,545,423.191873274372,95,43420.2174821907,2627.5,610
469,2,2,29,430,690,560,463.762463890091,95,47728.9711135265,3227.5,610
473,2,2,33,410,695,555,515.042518664136,100,54449.494339794,3387.5,610
487,2,3,7,375,700,545,655.977556702959,100,74401.3686643239,2347.5,790
491,2,3,11,415,695,545,286.878048018874,95,30690.5803210529,2507.5,790
492,2,3,12,450,665,550,140.620781699169,90,13371.4037784995,2547.5,790
511,2,3,31,400,680,535,266.227432162812,95,27872.7904495197,3307.5,790
513,2,3,33,410,685,540,1163.14625909111,95,120444.570913151,3387.5,790
514,2,3,34,415,675,540,650.757102220814,95,66377.3645875817,3427.5,790
517,2,3,37,405,690,545,1198.76980021254,100,124953.184839994,3547.5,790
520,2,3,40,390,670,535,1036.15214134457,90,105464.705178697,3667.5,790
523,2,4,3,395,695,540,1141.49657045857,95,118439.626757203,2187.5,970
534,2,4,14,415,690,550,1595.59530608823,90,159546.377966144,2627.5,970
549,2,4,29,410,660,535,228.825440875202,90,21894.2204887567,3227.5,970
551,2,4,31,390,680,525,1099.21403136142,95,114663.089007524,3307.5,970
553,2,4,33,395,680,540,2088.35116274653,90,211076.371240007,3387.5,970
557,2,4,37,390,685,535,944.425411688207,95,98275.0023148556,3547.5,970
567,2,5,7,385,685,525,655.666659151957,95,69260.7436324009,2347.5,1150
575,2,5,15,390,690,545,2587.60720355513,95,276029.036111176,2667.5,1150
581,2,5,21,405,740,545,508.39943528643,130,69780.5033886934,2907.5,1150
584,2,5,24,395,665,525,332.612224824579,95,34459.4760276883,3027.5,1150
588,2,5,28,375,670,525,207.914787498842,100,22897.0411484223,3187.5,1150
620,2,6,20,385,670,535,1101.76573839056,95,113466.109018695,2867.5,1330
627,2,6,27,340,660,510,2952.26991886141,100,334926.120349924,3147.5,1330
630,2,6,30,395,675,520,692.379127479719,95,70825.5839317115,3267.5,1330
658,2,7,18,380,675,525,1741.72064370299,95,179647.687283389,2787.5,1510
681,2,8,1,370,660,515,748.589552845634,95,79909.6251299563,2107.5,1690
701,2,8,21,395,720,520,677.308083883814,100,72087.6308873564,2907.5,1690
707,2,8,27,380,665,520,2034.24193677534,100,214821.063335098,3147.5,1690
712,2,8,32,405,700,525,229.469189074482,100,24768.017192296,3347.5,1690
727,2,9,7,385,670,520,1148.65393932149,95,116158.575454304,2347.5,1870
728,2,9,8,375,685,525,760.239437130276,100,81927.4997529128,2387.5,1870
733,2,9,13,420,760,575,410.037949543802,135,57967.180187242,2587.5,1870
738,2,9,18,360,655,510,2174.69375204227,95,224788.453184266,2787.5,1870
745,2,9,25,345,660,515,456.216743740714,95,49427.5904798067,3067.5,1870
764,2,10,4,455,750,590,692.433867980584,105,76885.1438272623,2227.5,2050
800,2,10,40,365,660,510,722.912104316889,95,76325.0740353065,3667.5,2050
802,3,1,2,365,695,530,592.381556046916,105,69379.9527941084,3872.5,430
828,3,1,28,385,655,515,891.353179226457,95,89641.6845531505,4912.5,430
829,3,1,29,375,650,515,1251.18259794698,95,125973.490933752,4952.5,430
838,3,1,38,360,710,520,269.121042225809,110,32216.5857456203,5312.5,430
861,3,2,21,410,705,545,154.300582566223,90,15180.0632877185,4632.5,610
863,3,2,23,385,665,525,1320.31197858493,95,135111.211909334,4712.5,610
865,3,2,25,345,665,520,656.068074626132,95,71994.2550742555,4792.5,610
879,3,2,39,365,670,520,738.043970116835,100,80268.7743378669,5352.5,610
887,3,3,7,390,680,520,329.090865640098,95,35326.9939534138,4072.5,790
898,3,3,18,395,670,535,497.702389137857,100,53091.2903999669,4512.5,790
904,3,3,24,400,695,530,145.61425473843,115,18231.4748224031,4752.5,790
908,3,3,28,365,640,505,2285.38093096388,90,224606.970462056,4912.5,790
912,3,3,32,395,675,530,840.259782528883,95,86972.8371363972,5072.5,790
920,3,3,40,385,655,520,2363.17201120206,90,232305.788504243,5392.5,790
923,3,4,3,410,705,535,268.595745823825,95,28268.5280825704,3912.5,970
928,3,4,8,405,685,540,1250.26389224578,95,131269.418257599,4112.5,970
931,3,4,11,390,680,530,744.938196014992,95,77704.4740482401,4232.5,970
934,3,4,14,350,680,525,653.071498963562,105,76692.5457162166,4352.5,970
935,3,4,15,385,680,535,6235.12285620286,95,650299.621331985,4392.5,970
958,3,4,38,345,660,505,505.376942587169,100,54882.1267655156,5312.5,970
971,3,5,11,395,665,515,303.966334770416,100,32950.8898760862,4232.5,1150
985,3,5,25,365,660,515,396.991165023611,95,41980.1388926997,4792.5,1150
988,3,5,28,380,685,520,644.607182307255,95,68224.5423270277,4912.5,1150
989,3,5,29,385,670,510,415.725319596683,100,44452.1679031222,4952.5,1150
1007,3,6,7,740,850,825,288.981051232078,55,17777.993814636,4072.5,1330
1009,3,6,9,375,660,515,5308.30249300865,100,552484.522600499,4152.5,1330
1019,3,6,19,365,640,505,533.556121975208,100,57057.8210751076,4552.5,1330
1035,3,6,35,430,725,570,165.088341788799,110,19276.1321692225,5192.5,1330
1055,3,7,15,355,670,505,2155.33336640509,95,233992.581561915,4392.5,1510
1061,3,7,21,370,690,515,342.169020956191,100,39113.5113011257,4632.5,1510
1062,3,7,22,340,650,500,1945.9056539433,100,211207.180602116,4672.5,1510
1077,3,7,37,355,645,490,1535.29654363064,95,160328.874857697,5272.5,1510
1079,3,7,39,305,635,485,789.135470181033,110,93140.7933429551,5352.5,1510
1081,3,8,1,385,655,510,423.117840163507,90,42767.3112870367,3832.5,1690
1087,3,8,7,390,690,520,303.341297166509,95,32901.7984539192,4072.5,1690
1091,3,8,11,380,735,530,1505.65312211277,130,205294.95169078,4232.5,1690
1106,3,8,26,355,650,490,1177.59763014979,95,121510.06347757,4832.5,1690
1114,3,8,34,315,700,485,158.721304390475,95,18176.4105165525,5152.5,1690
1118,3,8,38,260,625,485,223.022472203476,100,25212.677828719,5312.5,1690
1137,3,9,17,360,640,495,1769.04791062354,90,179205.298428631,4472.5,1870
1141,3,9,21,355,650,495,2507.41761786099,95,259211.62232727,4632.5,1870
1155,3,9,35,365,665,495,269.077958035793,95,29641.7882011734,5192.5,1870
1156,3,9,36,350,630,495,414.223614329934,100,44026.991616234,5232.5,1870
1176,3,10,16,355,685,505,319.039328109717,110,38626.1177672999,4432.5,2050
1183,3,10,23,375,670,495,196.637179745587,105,22414.0163582154,4712.5,2050
1186,3,10,26,360,655,490,1219.22628754713,95,127078.429475403,4832.5,2050
1190,3,10,30,345,630,495,312.434619346723,100,33192.6126504785,4992.5,2050
1213,4,1,13,385,675,530,1086.17850675047,95,112911.055468455,6037.5,430
1215,4,1,15,370,680,530,722.873078155072,95,77159.5403740383,6117.5,430
1216,4,1,16,695,850,795,5081.21171702815,65,360922.357309711,6157.5,430
1217,4,1,17,650,780,720,14812.4518571252,40,681810.453991268,6197.5,430
1218,4,1,18,630,755,695,13209.0203365999,45,616468.573350132,6237.5,430
1219,4,1,19,615,745,685,14419.2827534732,40,664311.226948001,6277.5,430
1220,4,1,20,600,720,660,13440.2182099745,40,622872.35084248,6317.5,430
1221,4,1,21,630,755,695,4556.30905740675,45,201412.581055047,6357.5,430
1230,4,1,30,390,680,540,714.970382132013,100,76364.0659930536,6717.5,430
1234,4,1,34,405,695,545,1799.8923151408,95,188060.039210537,6877.5,430
1254,4,2,14,380,665,515,1382.50753763572,95,139869.711242107,6077.5,610
1261,4,2,21,390,685,530,1309.93525182498,95,134942.863198893,6357.5,610
1272,4,2,32,330,645,520,596.657707506209,90,60467.6060840938,6797.5,610
1274,4,2,34,360,680,520,268.943259522702,100,30069.029234,6877.5,610
1279,4,2,39,360,685,520,1055.66298750687,105,118041.594135821,7077.5,610
1307,4,3,27,340,650,505,2522.04855282113,100,272672.993227746,6597.5,790
1308,4,3,28,355,660,515,184.91849900593,100,20641.8490771896,6637.5,790
1311,4,3,31,430,715,595,166.789280174346,105,19164.4386881293,6757.5,790
1320,4,3,40,385,655,515,1205.1780096154,95,122317.988199323,7117.5,790
1339,4,4,19,390,700,525,700.646384284838,100,74730.142489893,6277.5,970
1346,4,4,26,355,665,510,663.98015034252,100,73130.8424698939,6557.5,970
1352,4,4,32,380,655,510,1342.35258038511,95,134847.477290188,6797.5,970
1361,4,5,1,410,715,555,361.965486302642,135,49020.1933139849,5557.5,1150
1367,4,5,7,365,655,505,5690.10335412906,95,594852.538279746,5797.5,1150
1370,4,5,10,355,645,500,1278.12796648693,95,132338.925068104,5917.5,1150
1387,4,5,27,360,605,490,184.177033722083,95,18247.665620433,6597.5,1150
1388,4,5,28,365,645,495,857.645119810819,95,85721.4650262518,6637.5,1150
1392,4,5,32,355,640,495,3223.25889939167,90,329050.092009134,6797.5,1150
1398,4,5,38,355,670,505,2247.17144274968,95,237501.121009765,7037.5,1150
1410,4,6,10,350,640,495,1818.89089156704,95,190582.117151331,5917.5,1330
1414,4,6,14,370,645,500,1373.68811779238,90,139923.194003623,6077.5,1330
1427,4,6,27,375,645,495,966.805703871229,95,97080.6367424743,6597.5,1330
1443,4,7,3,380,700,520,687.919380710532,95,72260.7364621285,5637.5,1510
1455,4,7,15,370,655,510,1330.38190616967,95,136967.262276373,6117.5,1510
1459,4,7,19,350,625,500,663.60485442692,100,69677.6273756398,6277.5,1510
1478,4,7,38,320,625,485,1624.67436361134,100,173949.511427066,7037.5,1510
1482,4,8,2,350,630,490,153.949025230909,95,15805.9697673634,5597.5,1690
1482,4,8,2,705,835,780,411.566064214836,40,18641.3768777683,5597.5,1690
1501,4,8,21,350,635,490,888.348888689902,95,91293.522688093,6357.5,1690
1502,4,8,22,360,605,490,816.633165158548,60,59710.1268158588,6397.5,1690
1507,4,8,27,355,630,485,1384.6738982955,90,137704.645143437,6597.5,1690
1521,4,9,1,360,660,490,760.438468673819,95,79911.9690208198,5557.5,1870
1525,4,9,5,365,665,495,731.893579959012,95,77000.3810585151,5717.5,1870
1534,4,9,14,335,630,480,1639.85917935827,95,168994.265009867,6077.5,1870
1536,4,9,16,360,645,490,1547.8025639993,95,159548.93478814,6157.5,1870
1552,4,9,32,335,635,485,731.570125357758,100,78420.9958456465,6797.5,1870
1563,4,10,3,330,630,485,3773.11472286421,100,397805.880893926,5637.5,2050
1564,4,10,4,370,655,495,762.456854214404,95,79819.8108416943,5677.5,2050
1575,4,10,15,375,610,485,277.325374849235,95,27454.2358382241,6117.5,2050
1580,4,10,20,340,645,480,1518.13814946716,95,160356.65289476,6317.5,2050
1581,4,10,21,310,620,470,5365.55433335698,100,578720.054258366,6357.5,2050
1585,4,10,25,335,625,485,1174.77996502053,90,118967.141176927,6517.5,2050
1587,4,10,27,345,640,480,905.821544980258,90,91796.6291369248,6597.5,2050
1588,4,10,28,325,645,485,275.492471872427,95,29884.7725813543,6637.5,2050
1593,4,10,33,345,675,500,724.748245422417,115,88973.6737004743,6837.5,2050
1599,4,10,39,330,715,500,594.793376913014,135,85794.6116085979,7077.5,2050
1614,5,1,14,345,685,530,2685.01185622719,100,298297.767610812,7802.5,430
1632,5,1,32,440,750,590,1473.22785805442,105,168986.258555068,8522.5,430
1641,5,2,1,380,675,525,812.305156732923,100,85624.9449450369,7282.5,610
1646,5,2,6,385,675,530,2634.0224291427,95,274805.21890455,7482.5,610
1652,5,2,12,375,715,525,2371.54234815099,105,272011.343595658,7722.5,610
1665,5,2,25,385,685,540,1540.20204581096,95,163409.072724248,8242.5,610
1671,5,2,31,390,690,525,1811.11218562496,95,187564.877248328,8482.5,610
1688,5,3,8,370,670,520,1256.99528956041,95,131517.462671115,7562.5,790
1692,5,3,12,325,690,515,1880.25526818946,105,229489.201879938,7722.5,790
1701,5,3,21,390,695,525,278.23037765494,95,30458.8501594838,8082.5,790
1703,5,3,23,385,670,520,565.153276237871,100,58541.0346256938,8162.5,790
1708,5,3,28,370,675,520,359.297451683068,100,39432.1119588216,8362.5,790
1712,5,3,32,335,660,510,3500.42278596257,100,392007.656197818,8522.5,790
1714,5,3,34,375,655,515,2641.95318783941,95,270071.836723664,8602.5,790
1718,5,3,38,370,655,510,2245.34640351334,90,228411.112628205,8762.5,790
1731,5,4,11,365,675,505,657.944606228618,95,69978.2527395503,7682.5,970
1739,5,4,19,380,670,510,1429.87150093883,95,146067.625355138,8002.5,970
1749,5,4,29,355,640,495,2954.14700165118,90,293174.070199788,8402.5,970
1754,5,4,34,355,650,510,1107.00565906613,95,113303.606263982,8602.5,970
1775,5,5,15,350,640,500,1019.70061886609,95,104794.032171035,7842.5,1150
1779,5,5,19,310,640,500,1042.29589059688,105,120699.951705014,8002.5,1150
1786,5,5,26,365,645,510,706.159402281084,100,74564.3278774196,8282.5,1150
1808,5,6,8,280,635,485,2083.74868797908,100,246481.508947309,7562.5,1330
1820,5,6,20,350,635,490,3716.9384807784,95,370706.574227535,8042.5,1330
1832,5,6,32,360,655,490,466.746763734253,90,47086.884413707,8522.5,1330
1833,5,6,33,305,675,485,643.378925026463,95,72105.92641184,8562.5,1330
1853,5,7,13,385,725,545,161.281780829441,140,24450.3398344277,7762.5,1510
1856,5,7,16,370,640,500,862.428226749073,95,86920.78794384,7882.5,1510
1868,5,7,28,320,675,470,263.01357901428,100,30740.0959476874,8362.5,1510
1869,5,7,29,340,655,485,407.175586862776,95,43303.7225821295,8402.5,1510
1873,5,7,33,350,640,485,491.203530921615,90,49603.3597170971,8562.5,1510
1874,5,7,34,310,615,470,2149.60115167301,95,228274.067829061,8602.5,1510
1884,5,8,4,345,625,480,2185.06473653691,90,218083.823160679,7402.5,1690
1885,5,8,5,345,615,475,2197.19262589052,95,218293.178582256,7442.5,1690
1894,5,8,14,360,645,485,232.128112817715,100,25194.8679407506,7802.5,1690
1899,5,8,19,405,755,575,642.644774559118,105,77585.1283700554,8002.5,1690
1905,5,8,25,390,630,500,231.81528480929,90,21889.6997222491,8242.5,1690
1906,5,8,26,385,635,505,147.096726375978,95,14659.8381237094,8282.5,1690
1912,5,8,32,385,690,515,429.976514191874,90,45056.5709080376,8522.5,1690
1914,5,8,34,395,685,520,651.535100118883,100,69937.3105197687,8602.5,1690
1916,5,8,36,380,715,555,419.209524289047,145,63308.0809289554,8682.5,1690
1918,5,8,38,370,650,505,342.924199758194,95,35571.5164319519,8762.5,1690
1925,5,9,5,345,635,485,5278.76838389129,95,549227.191700079,7442.5,1870
1935,5,9,15,340,640,485,1094.05882606108,95,115827.720227268,7842.5,1870
1938,5,9,18,315,650,495,360.900825313963,95,39522.1088853397,7962.5,1870
1939,5,9,19,365,660,500,1208.43122443857,95,125216.147790305,8002.5,1870
1944,5,9,24,380,685,505,205.535973834914,95,22642.3180112913,8202.5,1870
1952,5,9,32,380,625,510,385.641730003896,90,37024.554467142,8522.5,1870
1958,5,9,38,350,650,495,1170.79632033123,90,119547.108114703,8762.5,1870
1960,5,9,40,310,635,485,5668.99999085777,95,620196.753283274,8842.5,1870
1965,5,10,5,310,605,465,571.348786829183,100,63417.0875497893,7442.5,2050
1971,5,10,11,380,630,495,249.869942821035,90,24616.8329073031,7682.5,2050
1972,5,10,12,355,660,490,1020.85838995809,95,107929.195253003,7722.5,2050
1977,5,10,17,340,625,480,2965.21569497625,100,310587.43018656,7922.5,2050
1982,5,10,22,355,650,485,707.236112159548,95,74061.1232411259,8122.5,2050
1985,5,10,25,355,645,495,955.295745404252,95,96935.888950313,8242.5,2050
1994,5,10,34,360,660,495,681.501696519999,100,75289.3505854256,8602.5,2050
2018,6,1,18,370,685,560,169.635099372969,95,18203.4276188838,9687.5,430
2026,6,1,26,520,655,590,470.50102254998,45,22091.0676296635,10007.5,430
2037,6,1,37,395,670,530,2158.51305626775,95,215946.615718637,10447.5,430
2038,6,1,38,380,685,530,876.219270187167,95,89015.335419628,10487.5,430
2040,6,1,40,380,665,520,1061.95053869615,100,111161.694040883,10567.5,430
2046,6,2,6,525,640,590,267.824758430696,40,10451.9497048982,9207.5,610
2047,6,2,7,355,675,525,1480.37757090009,95,163305.493895524,9247.5,610
2049,6,2,9,320,450,390,441.129748321565,45,21940.628602048,9327.5,610
2054,6,2,14,400,685,525,846.833160832093,95,86402.2492125303,9527.5,610
2059,6,2,19,385,675,530,1669.73188448655,95,172143.334161837,9727.5,610
2066,6,2,26,470,750,620,209.325215927915,105,23991.6118711906,10007.5,610
2070,6,2,30,350,680,515,917.586564308823,95,102010.547979922,10167.5,610
2091,6,3,11,425,730,535,519.736978129958,100,54906.0797871561,9407.5,790
2092,6,3,12,375,655,510,1772.32698909923,95,177854.510494292,9447.5,790
2096,6,3,16,375,660,510,1753.5958279217,95,178418.38506811,9607.5,790
2127,6,4,7,385,660,510,295.812847730266,95,30537.7317429602,9247.5,970
2139,6,4,19,360,650,500,885.078812088023,100,92878.9854519236,9727.5,970
2150,6,4,30,390,675,525,1627.27231957668,95,164498.858693795,10167.5,970
2162,6,5,2,380,660,520,716.545206551352,90,71929.9867528725,9047.5,1150
2169,6,5,9,465,760,605,281.620139268333,105,31918.0944800774,9327.5,1150
2212,6,6,12,375,690,515,240.978599417866,115,30425.5356273136,9447.5,1330
2218,6,6,18,340,655,500,4331.94133704966,100,473971.322415329,9687.5,1330
2219,6,6,19,300,710,505,394.380516352806,105,49887.0194548445,9727.5,1330
2238,6,6,38,370,650,505,4033.27528125934,90,405185.680826169,10487.5,1330
2242,6,7,2,365,665,515,538.798694923277,95,57208.4701580803,9047.5,1510
2254,6,7,14,350,680,500,1553.33222297991,100,170452.006086925,9527.5,1510
2260,6,7,20,455,570,515,307.549591630167,40,12206.3924944377,9767.5,1510
2268,6,7,28,355,655,510,369.178245426441,100,39337.6109601665,10087.5,1510
2272,6,7,32,370,655,505,368.559839186833,95,37680.9698796701,10247.5,1510
2275,6,7,35,350,650,500,510.416520515313,100,55575.8433509613,10367.5,1510
2279,6,7,39,435,560,505,324.322698073618,40,13549.3246939507,10527.5,1510
2280,6,7,40,405,655,520,206.537606654902,95,20490.8818505456,10567.5,1510
2281,6,8,1,330,630,490,3165.39843188429,95,322338.92912736,9007.5,1690
2285,6,8,5,355,750,535,1527.83877284857,145,234330.176112696,9167.5,1690
2313,6,8,33,380,665,505,529.459968475656,90,52647.9260654969,10287.5,1690
2319,6,8,39,365,650,500,2718.46932897425,95,271207.185912153,10527.5,1690
2325,6,9,5,350,660,510,757.02118342773,100,85238.838354896,9167.5,1870
2326,6,9,6,360,655,505,3767.95320650309,90,393486.185647955,9207.5,1870
2327,6,9,7,365,655,510,555.728136042229,95,57385.3014682254,9247.5,1870
2354,6,9,34,350,625,480,1900.13224523176,90,183580.360353474,10327.5,1870
2363,6,10,3,350,655,490,397.574634355884,110,46290.0577611775,9087.5,2050
2367,6,10,7,390,655,500,176.023042289895,100,18106.8431356092,9247.5,2050
2378,6,10,18,355,640,500,4837.42751908203,90,486289.882988175,9687.5,2050
2383,6,10,23,330,645,500,2851.44073436316,100,305924.241406505,9887.5,2050
2389,6,10,29,355,635,495,344.664155579459,95,36383.0241039803,10127.5,2050
2406,7,1,6,375,775,545,455.973051389159,130,64434.7292081308,10932.5,430
2442,7,2,2,415,660,530,211.589198433214,95,21092.1920756522,10772.5,610
2445,7,2,5,415,720,545,679.148061790835,105,75701.608254437,10892.5,610
2446,7,2,6,385,685,540,476.102015001238,100,52219.8519130135,10932.5,610
2482,7,3,2,400,685,535,2023.31525114835,90,203466.331587171,10772.5,790
2484,7,3,4,335,690,525,177.65379406983,90,20302.0313919644,10852.5,790
2485,7,3,5,390,660,525,276.842562235023,95,28244.1456981647,10892.5,790
2489,7,3,9,385,675,530,2229.11791324463,95,229859.672279541,11052.5,790
2513,7,3,33,405,710,550,1088.51850687715,95,111793.618500229,12012.5,790
2516,7,3,36,380,685,550,648.757069618786,95,71097.406308455,12132.5,790
2518,7,3,38,560,685,625,2142.87146262548,45,95889.4837302349,12212.5,790
2541,7,4,21,320,745,525,223.826918278783,145,36275.7335701923,11532.5,970
2549,7,4,29,410,680,540,1284.16842992627,90,127526.858848809,11852.5,970
2550,7,4,30,345,465,405,378.132507357206,40,16624.1821390922,11892.5,970
2555,7,4,35,390,675,535,2531.58819599155,95,259677.918155035,12092.5,970
2562,7,5,2,365,650,510,1895.97858456472,95,196143.323074193,10772.5,1150
2573,7,5,13,360,635,515,385.218176469178,95,40219.4898965065,11212.5,1150
2586,7,5,26,405,675,530,892.3053378158,95,91088.2082247155,11732.5,1150
2617,7,6,17,290,670,510,882.619171400642,100,106161.723251003,11372.5,1330
2621,7,6,21,360,655,505,681.663494853667,90,70885.9850438101,11532.5,1330
2624,7,6,24,380,675,505,304.470141167814,100,32919.5545115333,11652.5,1330
2626,7,6,26,385,685,525,1291.77242430843,95,138597.347384009,11732.5,1330
2632,7,6,32,375,700,525,497.339095402105,95,53650.1054746547,11972.5,1330
2634,7,6,34,345,660,505,330.543360815275,95,35900.8979426759,12052.5,1330
2648,7,7,8,325,675,520,1544.62331695868,95,175919.797206068,11012.5,1510
2649,7,7,9,50,220,180,153.119173307242,85,13277.5871054524,11052.5,1510
2651,7,7,11,50,350,270,138.906359008277,95,2277.82238930136,11132.5,1510
2657,7,7,17,50,350,245,165.072905522237,180,28396.7504871914,11372.5,1510
2665,7,7,25,370,650,510,797.87473960475,90,78056.689523432,11692.5,1510
2666,7,7,26,360,660,510,1059.2948874986,90,108102.476830701,11732.5,1510
2668,7,7,28,360,630,495,2881.11617504267,95,285678.543475513,11812.5,1510
2673,7,7,33,440,780,555,294.244494072558,120,36172.6968406304,12012.5,1510
2685,7,8,5,50,345,235,182.963629932493,140,25035.0311789293,10892.5,1690
2692,7,8,12,340,685,520,294.00971472984,100,32217.23337185,11172.5,1690
2699,7,8,19,365,645,525,1045.77764772121,90,102297.270681964,11452.5,1690
2703,7,8,23,380,670,520,2368.08887810339,95,245586.156377705,11612.5,1690
2704,7,8,24,370,665,520,834.412645302754,95,88380.8152515758,11652.5,1690
2705,7,8,25,370,665,510,3803.01467672622,95,395687.5243972,11692.5,1690
2720,7,8,40,355,650,500,1740.64380839124,100,184253.277092744,12292.5,1690
2724,7,9,4,525,815,695,237.666316990374,115,28275.2939658971,10852.5,1870
2727,7,9,7,345,625,485,5678.8361012796,90,565201.574466444,10972.5,1870
2729,7,9,9,260,415,290,73.221984493956,105,11231.0646988637,11052.5,1870
2729,7,9,9,415,645,505,475.594700346154,80,37534.0235963392,11052.5,1870
2730,7,9,10,150,420,240,228.375220225364,115,18275.1887182672,11092.5,1870
2733,7,9,13,105,525,240,204.067444293181,130,8582.7238975012,11212.5,1870
2735,7,9,15,180,500,270,185.944639756498,120,8314.0175432536,11292.5,1870
2739,7,9,19,355,810,510,380.642914070821,115,57759.4962851284,11452.5,1870
2741,7,9,21,375,645,505,2030.71989089754,95,200070.15667977,11532.5,1870
2744,7,9,24,345,645,505,3137.65183030866,90,324195.938752463,11652.5,1870
2747,7,9,27,385,650,505,399.338051743706,95,40304.7414474122,11772.5,1870
2755,7,9,35,390,630,520,314.469349081913,95,31037.0763483982,12092.5,1870
2762,7,10,2,380,720,510,194.601035203227,110,25506.6059170986,10772.5,2050
2770,7,10,10,350,645,500,2150.87866113286,95,223013.433278485,11092.5,2050
2774,7,10,14,380,635,500,745.717525880392,90,72141.4024867847,11252.5,2050
2782,7,10,22,355,645,505,2401.13504322124,95,244867.762090811,11572.5,2050
2791,7,10,31,325,640,490,986.857362892673,105,113028.778168697,11932.5,2050
2805,8,1,5,395,645,530,228.725533625659,90,21647.6848136026,12617.5,430
2806,8,1,6,400,665,525,2349.56338967085,90,230050.513374764,12657.5,430
2807,8,1,7,380,660,520,1117.77577127197,90,109416.200747681,12697.5,430
2817,8,1,17,425,455,445,63.9457841257977,15,1133.22435929456,13097.5,430
2818,8,1,18,50,255,100,179.608830261434,75,17049.5532391195,13137.5,430
2830,8,1,30,145,270,205,710.59653426641,45,31434.7185198722,13617.5,430
2841,8,2,1,390,685,540,3117.23165068765,95,324681.047178581,12457.5,610
